suburb,sale_date,price
Grey Lynn,2025-07-31,1149973.65
Remuera,2021-09-27,1613046.24
Ponsonby,2024-07-25,1382544.91
Epsom,2022-07-16,941206.54
Albany,2023-12-25,727118.89
Grey Lynn,2024-04-23,1163409.29
Remuera,2024-09-15,1780479.22
Ponsonby,2022-08-31,1084732.93
Epsom,2021-04-10,808272.26
Albany,2024-05-28,937587.73
Ponsonby,2023-05-15,1214475.67
Ponsonby,2021-11-11,1252232.46
Mount Eden,2021-09-08,860019.78
Ponsonby,2024-12-29,1528284.92
Albany,2025-06-17,923517.98
Epsom,2022-05-02,1012472.97
Remuera,2021-07-22,1395194.38
Grey Lynn,2023-10-04,812125.66
Albany,2024-08-06,862093.42
Albany,2023-11-18,710992.63
Manukau,2025-03-12,1107343.21
Mount Eden,2021-07-30,746204.63
Ponsonby,2021-10-28,1285262.35
Albany,2023-11-19,755979.56
Epsom,2021-12-25,875011.22
Albany,2025-06-15,673949.04
Albany,2022-08-26,830199.71
Grey Lynn,2023-10-04,1213215.78
Ponsonby,2021-10-15,1388023.87
Ponsonby,2024-04-12,1408438.73
Grey Lynn,2021-05-20,615139.01
Epsom,2023-02-18,856768.37
Ponsonby,2023-08-05,1476003.53
Albany,2024-06-15,636858.86
Albany,2021-10-31,827187.11
Remuera,2023-01-24,1554702.38
Manukau,2023-08-05,839899.56
Mount Eden,2023-03-21,774889.27
Mount Eden,2023-03-22,1000521.33
Grey Lynn,2023-10-20,1038343.8
Remuera,2023-10-05,1581152.54
Albany,2025-02-25,875622.43
Epsom,2022-04-15,779807.3
Ponsonby,2022-03-30,1228531.1
Albany,2023-06-26,844228.11
Ponsonby,2022-07-31,1404798.11
Remuera,2021-03-23,1590582.84
Epsom,2023-09-08,1066751.78
Ponsonby,2023-04-28,3750000.0
Remuera,2024-06-19,1681189.96
Manukau,2025-12-24,1090048.14
Manukau,2022-10-09,976478.84
Albany,2024-09-15,750741.83
Grey Lynn,2026-01-04,1127668.12
Mount Eden,2024-07-30,1155627.93
Ponsonby,2021-08-19,1364808.99
Albany,2024-11-22,755775.09
Albany,2023-12-31,645370.56
Manukau,2024-11-12,989799.08
Mount Eden,2021-12-30,993093.7
Grey Lynn,2025-01-17,945825.59
Mount Eden,2021-09-15,740699.52
Manukau,2022-05-09,955973.87
Ponsonby,2023-04-18,1302809.15
Ponsonby,2022-06-12,1147068.77
Manukau,2024-12-03,1002812.63
Albany,2025-07-19,800960.35
Grey Lynn,2025-05-14,1113522.51
Remuera,2024-01-10,1693180.61
Epsom,2021-06-07,807187.99
Grey Lynn,2025-11-24,1109753.41
Mount Eden,2023-02-11,857182.68
Ponsonby,2023-05-27,1378335.32
Albany,2025-10-01,966477.07
Remuera,2026-02-11,1921627.36
Manukau,2023-09-08,932901.07
Ponsonby,2023-11-27,1496518.19
Albany,2025-08-22,889407.37
Remuera,2024-10-18,1623967.5
Mount Eden,2024-07-07,1137173.1
Ponsonby,2021-12-18,1109588.87
Grey Lynn,2022-12-19,908137.83
Remuera,2022-08-05,1579353.12
Albany,2022-07-25,2250000.0
Mount Eden,2021-12-15,855408.44
Remuera,2025-04-22,1762743.73
Grey Lynn,2021-06-10,856413.25
Epsom,2021-09-10,899808.82
Remuera,2023-07-01,1691665.03
Epsom,2022-02-12,855101.59
Epsom,2025-07-24,1271912.92
Epsom,2025-11-02,1038541.22
Mount Eden,2022-10-26,1090178.93
Remuera,2022-11-05,1546498.26
Mount Eden,2021-11-10,948788.64
Albany,2022-08-19,652175.71
Epsom,2026-01-22,913975.12
Remuera,2024-03-10,1635980.19
Mount Eden,2023-07-10,1032806.8
Ponsonby,2025-11-26,1604147.77
Grey Lynn,2023-08-17,898441.99
Manukau,2021-10-22,868603.83
Ponsonby,2025-09-22,1634112.6
Grey Lynn,2021-12-30,562430.55
Albany,2024-12-31,818142.18
Epsom,2024-02-13,986880.83
Remuera,2023-12-04,1878584.6
Epsom,2022-11-06,967099.58
Albany,2024-07-02,847002.47
Ponsonby,2025-09-20,1312756.8
Mount Eden,2025-05-01,984737.89
Mount Eden,2022-05-07,985887.88
Manukau,2024-02-07,1135959.75
Epsom,2024-11-30,1049364.96
Remuera,2025-09-18,1723867.47
Mount Eden,2023-02-07,787189.43
Epsom,2025-12-13,1274656.58
Mount Eden,2024-08-15,1010675.75
Manukau,2025-02-25,1176965.28
Manukau,2021-10-29,901853.19
Manukau,2023-01-12,895781.48
Remuera,2023-09-03,1688314.69
Remuera,2023-05-20,1605238.57
Remuera,2022-03-30,1626941.35
Remuera,2024-07-09,1870350.74
Remuera,2022-04-24,1699473.14
Ponsonby,2021-05-03,1107914.63
Ponsonby,2024-11-30,1420282.09
Grey Lynn,2024-08-01,1041617.9
Manukau,2023-11-11,1155920.56
Mount Eden,2021-09-11,922999.77
Albany,2023-01-23,930973.12
Ponsonby,2024-04-03,1435035.92
Epsom,2025-05-15,942774.19
Mount Eden,2022-09-07,883974.92
Remuera,2023-10-16,1652860.5
Albany,2026-02-06,1085995.45
Ponsonby,2024-02-12,1434147.39
Albany,2021-06-20,843189.6
Remuera,2021-07-14,1609362.92
Manukau,2024-10-30,1148432.44
Grey Lynn,2021-12-19,1006405.92
Grey Lynn,2023-07-07,633125.65
Grey Lynn,2023-07-06,1187333.3
Grey Lynn,2023-11-14,1069999.91
Grey Lynn,2022-08-08,927840.91
Epsom,2022-06-19,1004636.41
Manukau,2025-05-01,1087507.0
Albany,2023-03-30,667967.19
Manukau,2025-02-02,1006894.59
Grey Lynn,2026-01-30,1380209.85
Ponsonby,2021-07-14,1353120.65
Remuera,2023-04-09,1768500.07
Remuera,2024-07-20,1688338.34
Manukau,2022-12-10,797826.5
Grey Lynn,2023-01-07,958635.28
Mount Eden,2024-08-26,858283.47
Remuera,2024-01-01,1642543.95
Remuera,2021-03-09,1612700.85
Mount Eden,2024-02-24,976663.98
Albany,2024-08-07,755969.37
Grey Lynn,2023-01-20,1018686.36
Ponsonby,2022-03-29,1294022.79
Grey Lynn,2022-08-08,1044915.06
Manukau,2022-08-16,996744.64
Albany,2022-12-04,816019.57
Epsom,2024-11-18,1124128.63
Mount Eden,2025-03-10,1076643.19
Albany,2021-02-18,661472.75
Grey Lynn,2022-11-18,747157.29
Albany,2024-07-17,812028.29
Mount Eden,2025-03-27,1113732.43
Grey Lynn,2023-08-17,1065865.64
Ponsonby,2025-06-28,1459362.55
Grey Lynn,2025-02-17,926385.01
Epsom,2021-05-01,870605.99
Grey Lynn,2021-05-31,673147.62
Mount Eden,2024-12-12,1134328.22
Remuera,2021-11-19,1433389.79
Epsom,2022-05-19,916547.57
Albany,2024-06-13,910985.27
Grey Lynn,2021-09-29,1125901.42
Manukau,2025-09-02,1273801.86
Albany,2023-06-29,806414.34
Epsom,2024-10-04,1049767.48
Grey Lynn,2025-08-18,1052916.12
Epsom,2024-01-12,954143.44
Manukau,2023-08-18,1081021.42
Grey Lynn,2023-09-18,1057540.9
Ponsonby,2021-06-03,1317429.88
Grey Lynn,2021-03-01,1028879.87
Manukau,2024-01-28,917448.8
Grey Lynn,2026-02-10,1022302.13
Epsom,2021-03-11,939233.3
Remuera,2025-05-07,1821447.76
Mount Eden,2025-09-13,1107972.01
Grey Lynn,2025-11-04,1205727.14
Epsom,2022-08-17,876636.18
Ponsonby,2021-03-07,1093584.64
Epsom,2023-01-27,913457.96
Remuera,2021-07-11,1626888.46
Albany,2021-03-14,525120.5
Ponsonby,2025-06-20,1520076.76
Epsom,2025-01-27,1227097.99
Manukau,2025-12-18,1140852.75
Mount Eden,2023-03-12,904340.31
Grey Lynn,2024-09-03,1171298.27
Epsom,2022-07-17,752652.97
Manukau,2025-02-13,919277.07
Mount Eden,2025-04-08,1038592.56
Manukau,2023-08-09,726902.5
Remuera,2025-05-12,1654711.75
Ponsonby,2025-08-13,1469137.77
Epsom,2022-06-17,1144680.58
Albany,2023-10-30,756323.83
Remuera,2023-11-14,1627472.82
Epsom,2021-05-12,920995.9
Remuera,2024-09-09,1897346.03
Mount Eden,2022-06-14,1091993.37
Albany,2025-05-20,927219.96
Remuera,2025-09-20,2044967.9
Epsom,2025-07-04,940121.54
Mount Eden,2022-11-11,905104.79
Ponsonby,2026-02-15,1412164.1
Grey Lynn,2024-08-21,973936.41
Manukau,2024-08-28,814481.95
Mount Eden,2023-06-04,996198.73
Remuera,2023-04-18,1571181.98
Manukau,2025-10-22,1278663.03
Remuera,2022-12-01,1699959.83
Manukau,2022-07-01,968754.43
Manukau,2023-03-15,871214.64
Ponsonby,2021-06-07,1412981.18
Epsom,2021-05-28,755377.81
Grey Lynn,2023-01-22,1010819.58
Ponsonby,2025-06-23,1507570.24
Remuera,2021-10-31,1710482.15
Grey Lynn,2024-04-11,936461.53
Ponsonby,2023-03-08,1394669.62
Manukau,2024-08-14,1061823.14
Manukau,2023-01-05,771754.91
Albany,2022-12-21,712490.56
Ponsonby,2022-09-28,1309552.38
Mount Eden,2025-06-24,1076330.61
Ponsonby,2024-09-09,1653917.11
Epsom,2022-02-03,963985.6
Mount Eden,2023-06-10,822540.45
Grey Lynn,2022-05-21,797187.47
Mount Eden,2024-08-26,1092923.65
Grey Lynn,2021-04-16,878494.56
Albany,2023-07-27,668387.03
Albany,2025-04-09,914590.19
Remuera,2022-11-04,1696786.77
Ponsonby,2023-06-13,1463657.4
Ponsonby,2022-12-27,1142674.32
Mount Eden,2021-09-14,1062921.35
Albany,2023-01-08,606212.01
Mount Eden,2022-02-05,762330.08
Ponsonby,2023-11-11,1439662.53
Grey Lynn,2025-10-20,1204529.18
Mount Eden,2022-01-20,921140.55
Mount Eden,2023-02-11,884609.65
Epsom,2024-10-22,942734.41
Albany,2022-07-13,659449.15
Ponsonby,2025-10-21,1558276.27
Grey Lynn,2024-06-13,993747.9
Grey Lynn,2025-03-05,938858.23
Grey Lynn,2024-12-03,854865.6
Ponsonby,2022-09-18,1451176.19
Albany,2024-05-04,617294.32
Remuera,2022-04-22,1649587.3
Grey Lynn,2022-01-05,849204.5
Mount Eden,2021-03-29,744375.57
Ponsonby,2024-07-13,1355689.55
Remuera,2023-02-24,1713049.42
Remuera,2023-10-26,1513962.43
Mount Eden,2022-05-16,1051377.15
Ponsonby,2021-05-21,1322477.41
Grey Lynn,2023-08-10,902310.28
Manukau,2024-01-05,854364.36
Grey Lynn,2021-10-10,793976.26
Remuera,2024-07-03,1760799.03
Ponsonby,2025-05-12,1490932.91
Manukau,2022-11-03,1024804.94
Albany,2021-08-28,480739.58
Remuera,2024-04-12,1347353.5
Manukau,2021-05-14,774463.91
Epsom,2024-06-08,935847.8
Epsom,2024-10-25,1128009.73
Manukau,2021-03-04,915097.78
Mount Eden,2024-10-13,825010.95
Albany,2024-06-27,883731.65
Mount Eden,2023-03-22,993459.26
Epsom,2024-04-28,1011543.65
Epsom,2022-11-04,806407.6
Mount Eden,2022-03-27,935484.18
Manukau,2025-10-25,1074727.4
Ponsonby,2022-10-11,1226098.12
Ponsonby,2025-08-28,1579834.04
Grey Lynn,2022-10-16,792385.66
Mount Eden,2022-03-27,777333.68
Manukau,2024-05-14,1210331.32
Albany,2023-08-04,752190.37
Grey Lynn,2021-08-28,985972.5
Manukau,2024-01-13,956168.66
Epsom,2024-08-24,1020336.71
Mount Eden,2025-06-06,1052723.18
Epsom,2024-02-04,1070728.77
Manukau,2024-05-11,886917.81
Mount Eden,2022-04-22,799258.22
Ponsonby,2026-01-27,1640715.72
Remuera,2022-12-29,1531381.84
Ponsonby,2024-06-15,1501964.45
Manukau,2021-09-04,769737.89
Epsom,2026-01-17,1169263.64
Ponsonby,2023-03-18,1371998.25
Manukau,2024-09-23,1088804.16
Mount Eden,2026-02-07,1022556.71
Remuera,2024-07-13,1576675.21
Epsom,2023-06-11,918788.66
Remuera,2024-01-12,1617525.56
Grey Lynn,2021-05-19,838023.28
Manukau,2021-10-05,812490.4
Mount Eden,2024-07-28,1152921.56
Grey Lynn,2025-10-13,1258991.53
Mount Eden,2024-08-16,1120741.02
Mount Eden,2023-06-14,919355.42
Remuera,2025-11-21,1655003.79
Mount Eden,2023-05-30,985652.12
Albany,2024-11-09,947960.51
Remuera,2025-10-12,1694059.14
Manukau,2021-12-28,997025.05
Mount Eden,2024-03-29,1011842.34
Mount Eden,2024-04-09,956893.19
Mount Eden,2022-07-13,1015571.64
Grey Lynn,2022-09-06,1108099.64
Ponsonby,2022-05-19,1467141.01
Mount Eden,2022-05-25,1120188.9
Mount Eden,2023-12-30,905805.9
Albany,2023-05-06,743472.98
Remuera,2022-08-28,1589977.41
Manukau,2023-05-19,960020.02
Mount Eden,2025-09-18,1179003.47
Grey Lynn,2022-04-16,996048.33
Remuera,2025-01-04,1739952.78
Grey Lynn,2022-01-03,836883.13
Manukau,2023-10-06,834983.48
Mount Eden,2024-08-26,1031639.36
Ponsonby,2022-02-26,1161666.43
Ponsonby,2023-06-03,1343649.19
Grey Lynn,2022-10-01,877499.79
Mount Eden,2022-05-07,1009484.62
Epsom,2021-05-30,839097.85
Remuera,2024-03-11,1742533.67
Albany,2022-05-22,583728.65
Manukau,2022-08-08,1057555.03
Remuera,2023-04-13,1795553.39
Albany,2021-04-30,2250000.0
Mount Eden,2025-11-09,1288766.48
Grey Lynn,2023-04-29,921778.34
Grey Lynn,2025-03-11,1122228.88
Mount Eden,2025-01-19,1092003.6
Ponsonby,2022-05-23,1240831.95
Remuera,2021-09-01,1560615.18
Grey Lynn,2021-02-25,724167.1
Grey Lynn,2026-01-26,1127405.58
Remuera,2024-08-16,1720453.85
Ponsonby,2022-07-06,1253087.65
Ponsonby,2025-08-12,1487144.51
Albany,2021-08-27,607844.35
Mount Eden,2021-10-25,873239.15
Remuera,2025-09-30,1814396.88
Ponsonby,2021-09-23,1200476.97
Grey Lynn,2021-09-14,1148366.96
Grey Lynn,2025-09-25,813805.36
Albany,2024-08-08,626325.35
Remuera,2025-03-08,1738617.14
Mount Eden,2025-06-08,1224194.43
Grey Lynn,2022-10-22,868845.29
Albany,2022-03-18,720484.08
Albany,2025-03-30,832204.58
Mount Eden,2021-06-21,973709.4
Manukau,2022-01-17,850561.58
Remuera,2023-03-30,1532850.87
Manukau,2024-07-28,1063425.92
Remuera,2023-10-19,1751708.62
Grey Lynn,2025-10-15,1057134.77
Remuera,2025-11-12,1836236.5
Mount Eden,2023-07-24,778471.3
Epsom,2025-10-01,918284.79
Remuera,2022-03-13,1699664.98
Grey Lynn,2021-11-22,835794.83
Albany,2021-05-12,709412.53
Mount Eden,2021-07-11,1039083.85
Grey Lynn,2022-06-22,856592.83
Mount Eden,2023-08-04,1051789.35
Ponsonby,2025-12-21,1672193.94
Manukau,2025-01-07,1246223.99
Manukau,2025-11-01,1070104.75
Grey Lynn,2023-11-10,1047558.04
Epsom,2023-08-28,993931.62
Albany,2022-11-09,669363.97
Grey Lynn,2022-09-23,907571.92
Ponsonby,2023-10-08,1380561.72
Epsom,2024-01-10,871802.93
Ponsonby,2021-04-23,1276926.81
Mount Eden,2023-08-19,944814.27
Mount Eden,2025-12-25,960947.48
Mount Eden,2025-03-19,1002451.63
Grey Lynn,2023-03-16,911458.34
Ponsonby,2025-10-03,1485507.69
Remuera,2021-06-29,1584296.57
Mount Eden,2022-12-07,908389.89
Ponsonby,2024-11-18,1315338.14
Mount Eden,2021-03-30,809392.46
Remuera,2022-11-07,1691298.24
Mount Eden,2024-11-01,766765.07
Manukau,2025-01-27,1096240.77
Manukau,2025-12-29,1149553.03
Grey Lynn,2024-04-15,965797.49
Albany,2023-05-26,665254.57
Epsom,2025-12-18,1083875.25
Ponsonby,2023-04-23,1329487.97
Manukau,2024-10-02,989055.88
Mount Eden,2024-06-09,961211.25
Mount Eden,2022-06-14,1006684.66
Remuera,2026-02-04,4500000.0
Ponsonby,2023-12-22,1436421.02
Remuera,2024-02-11,1829824.55
Ponsonby,2022-07-15,1095709.75
Albany,2023-11-16,813432.42
Remuera,2022-05-17,1575336.47
Epsom,2024-10-07,1065800.17
Ponsonby,2024-02-15,1437850.95
Remuera,2025-10-08,1731885.95
Remuera,2023-05-27,1634519.73
Manukau,2024-10-25,1075386.22
Albany,2025-04-12,806112.16
Albany,2025-08-17,784721.93
Mount Eden,2022-07-17,1018486.23
Epsom,2024-07-01,887522.34
Ponsonby,2024-08-31,1436041.2
Ponsonby,2025-07-16,1482603.52
Remuera,2021-03-09,1463854.4
Manukau,2022-04-13,821335.5
Mount Eden,2026-02-03,1270048.3
Ponsonby,2023-04-09,1335200.53
Grey Lynn,2021-03-26,753019.85
Manukau,2026-01-20,963019.55
Remuera,2025-08-14,1726678.21
Remuera,2023-12-19,1755444.75
Grey Lynn,2023-08-18,1076578.17
Grey Lynn,2025-05-07,1178435.79
Albany,2024-11-07,891249.11
Manukau,2023-10-02,789708.61
Epsom,2025-12-29,1000676.41
Ponsonby,2022-10-14,1384967.15
Ponsonby,2021-08-14,1314804.99
Mount Eden,2024-08-19,1010289.69
Albany,2025-01-21,1029896.07
Albany,2025-03-27,784618.24
Manukau,2025-06-28,1121686.14
Grey Lynn,2021-08-18,761922.85
Ponsonby,2023-09-24,1277364.64
Mount Eden,2022-08-02,1010758.31
Mount Eden,2021-03-26,854938.32
Mount Eden,2023-07-29,780980.24
Remuera,2022-08-24,1638184.27
Grey Lynn,2025-07-21,1095175.04
Grey Lynn,2023-01-11,1048917.67
Ponsonby,2026-01-13,1392324.02
Grey Lynn,2022-04-25,922940.8
Albany,2025-11-07,811274.93
Grey Lynn,2021-10-10,874191.84
Remuera,2025-12-14,1887111.02
Epsom,2024-12-03,1103068.32
Grey Lynn,2025-09-21,955439.59
Albany,2024-08-16,927350.23
Mount Eden,2025-01-15,989962.45
Albany,2023-12-03,569683.95
Manukau,2023-09-20,1084047.73
Epsom,2021-05-13,646141.03
Mount Eden,2025-10-09,1176109.79
Albany,2025-12-07,924972.5
Albany,2021-10-01,602675.33
Epsom,2023-04-13,1071746.81
Remuera,2022-06-20,1636002.92
Grey Lynn,2023-10-03,1010362.37
Manukau,2024-03-21,1019230.81
Ponsonby,2022-03-15,1423857.09
Albany,2021-09-23,543774.76
Albany,2021-12-28,601836.99
Epsom,2022-11-20,925545.82
Albany,2025-06-28,866703.61
Albany,2025-10-19,781722.05
Remuera,2023-11-30,1596671.44
Ponsonby,2025-12-30,1594107.69
Remuera,2024-07-19,1755240.66
Epsom,2025-06-13,991048.36
Epsom,2023-06-05,935776.92
Mount Eden,2024-06-04,858693.64
Grey Lynn,2024-03-04,858721.72
Ponsonby,2025-10-27,1326874.12
Manukau,2023-06-28,1028763.91
Ponsonby,2022-02-18,1321408.15
Ponsonby,2024-08-09,1261138.21
Epsom,2024-06-22,1107727.15
Remuera,2023-04-04,1742751.13
Mount Eden,2021-03-12,926503.56
Remuera,2023-01-26,1500357.93
Grey Lynn,2022-11-18,891498.09
Albany,2025-08-13,773869.43
Grey Lynn,2023-10-29,892977.37
Mount Eden,2022-11-02,836125.62
Grey Lynn,2021-04-19,886093.04
Ponsonby,2024-02-22,1501543.98
Albany,2022-03-04,516323.01
Grey Lynn,2023-02-15,936189.83
Albany,2024-11-17,792654.52
Manukau,2023-06-20,1082989.83
Mount Eden,2025-03-23,945278.12
Manukau,2021-08-16,784679.02
Remuera,2024-12-28,1687038.89
Albany,2023-04-12,705610.48
Epsom,2021-11-06,674124.28
Albany,2023-12-18,862229.4
Grey Lynn,2022-02-20,1009872.05
Grey Lynn,2022-09-25,1050778.19
Manukau,2024-10-30,1073314.55
Manukau,2022-01-25,1025517.02
Manukau,2025-12-21,967476.92
Mount Eden,2024-09-06,1086232.73
Ponsonby,2025-09-24,1509288.27
Remuera,2026-01-20,1833218.67
Mount Eden,2022-09-13,923923.42
Remuera,2024-01-26,1652949.45
Mount Eden,2025-03-06,1133684.92
Remuera,2021-11-17,1615193.48
Epsom,2025-05-20,1151896.27
Remuera,2022-12-20,1672553.25
Manukau,2025-11-06,1031430.18
Manukau,2024-06-23,1002491.63
Ponsonby,2025-02-11,1410953.48
Mount Eden,2024-07-16,762161.26
Albany,2021-05-09,625225.8
Epsom,2025-07-14,1073802.84
Remuera,2025-09-13,1708353.84
Grey Lynn,2023-04-10,1071805.92
Albany,2025-01-12,834105.49
Manukau,2022-09-21,1144309.62
Albany,2022-11-05,918316.4
Epsom,2023-01-18,958193.15
Grey Lynn,2021-03-18,860736.9
Albany,2022-05-30,737765.39
Remuera,2025-05-05,1871491.87
Mount Eden,2021-04-01,903890.89
Ponsonby,2024-10-28,1541458.59
Mount Eden,2024-04-14,963163.52
Epsom,2023-03-13,828044.95
Albany,2025-05-15,891934.52
Grey Lynn,2021-03-23,864199.8
Mount Eden,2023-01-11,887761.59
Albany,2023-04-22,572053.09
Albany,2025-09-01,850545.27
Remuera,2024-12-08,1723494.89
Albany,2021-12-25,613581.4
Mount Eden,2023-04-27,953205.66
Albany,2022-06-23,843374.15
Ponsonby,2024-07-13,1432335.76
Mount Eden,2025-10-21,1103846.76
Ponsonby,2022-03-06,1296989.5
Ponsonby,2025-09-11,1586379.79
Ponsonby,2025-06-25,1402198.32
Albany,2022-09-23,760738.58
Albany,2022-04-03,772889.0
Grey Lynn,2022-04-29,749474.8
Grey Lynn,2023-12-20,865201.38
Manukau,2023-01-18,949706.49
Remuera,2025-04-06,1780550.53
Epsom,2024-09-30,1007578.95
Ponsonby,2021-02-23,1357822.93
Epsom,2024-02-27,1063039.35
Epsom,2024-11-17,955043.77
Grey Lynn,2023-05-08,1068151.41
Manukau,2022-12-03,1013631.58
Grey Lynn,2023-12-04,978363.08
Remuera,2024-11-04,1755804.37
Epsom,2026-01-30,1160339.45
Ponsonby,2022-02-16,1378883.18
Manukau,2022-01-24,1047600.29
Albany,2021-02-24,541695.15
Manukau,2021-05-24,858337.34
Albany,2022-07-25,627211.65
Grey Lynn,2025-09-09,1084435.67
Remuera,2024-03-25,1774469.08
Epsom,2023-05-28,879576.89
Grey Lynn,2025-05-24,1115449.23
Epsom,2022-09-03,991514.35
Mount Eden,2023-03-08,769516.83
Manukau,2022-04-21,907973.82
Grey Lynn,2023-06-02,864119.23
Mount Eden,2024-06-14,1020199.4
Albany,2024-07-18,951287.0
Remuera,2025-12-14,1663055.09
Remuera,2023-09-29,1580202.36
Mount Eden,2025-01-04,1237135.49
Manukau,2024-01-28,1162393.25
Albany,2023-10-08,641077.95
Grey Lynn,2024-06-21,876986.34
Ponsonby,2023-01-27,1222292.76
Epsom,2024-05-13,1110239.78
Epsom,2024-08-25,1137938.61
Albany,2025-09-14,939680.8
Mount Eden,2025-09-20,1086564.64
Epsom,2023-11-30,935371.5
Epsom,2024-06-11,1045273.26
Albany,2025-06-09,757135.66
Mount Eden,2025-11-06,1060177.45
Epsom,2024-10-30,1018986.04
Remuera,2024-03-09,1864942.09
Albany,2024-06-06,847362.8
Manukau,2024-01-09,1095859.91
Albany,2025-03-28,884131.11
Remuera,2022-10-29,1605141.49
Epsom,2023-04-17,862855.85
Manukau,2025-07-27,929008.79
Albany,2023-01-28,715628.45
Ponsonby,2025-06-21,1402495.05
Mount Eden,2022-03-31,839486.37
Manukau,2021-12-21,769763.47
Manukau,2021-02-25,774202.23
Remuera,2022-06-04,1415362.73
Manukau,2025-03-21,974868.16
Manukau,2025-11-01,1215944.4
Epsom,2025-05-17,1142318.12
Remuera,2022-10-04,1701019.76
Remuera,2021-07-11,1629462.63
Grey Lynn,2021-07-01,1051996.39
Manukau,2024-11-25,1063324.27
Epsom,2021-06-28,759130.86
Manukau,2026-01-24,1169798.53
Remuera,2022-02-27,1594650.69
Epsom,2023-07-11,886023.95
Remuera,2022-12-02,1721541.3
Albany,2025-05-18,842657.73
Epsom,2023-07-03,1011080.19
Ponsonby,2022-03-08,1416815.36
Grey Lynn,2022-09-29,1104117.98
Ponsonby,2024-09-25,1387627.97
Manukau,2024-12-29,1050898.35
Mount Eden,2025-08-04,1121272.16
Remuera,2022-05-16,1674653.9
Albany,2022-02-20,737452.04
Epsom,2024-12-27,1154047.99
Ponsonby,2025-03-14,1316399.63
Epsom,2023-12-25,1009672.81
Grey Lynn,2023-11-25,1166815.06
Epsom,2024-11-19,975062.38
Epsom,2025-10-20,1186665.28
Epsom,2024-10-14,1180098.82
Manukau,2024-07-07,893227.04
Grey Lynn,2021-05-15,872065.52
Epsom,2025-06-16,1042225.86
Mount Eden,2021-04-16,934864.68
Remuera,2023-03-29,1883834.82
Mount Eden,2024-07-03,1065231.05
Ponsonby,2022-04-08,1298429.25
Ponsonby,2022-01-05,1156295.37
Remuera,2025-04-02,1931662.11
Remuera,2025-01-25,1870497.74
Mount Eden,2022-05-31,860932.43
Mount Eden,2023-08-06,893433.31
Mount Eden,2025-10-17,1093070.88
Albany,2021-05-10,620393.51
Ponsonby,2024-07-12,1216849.95
Albany,2025-12-17,873326.62
Remuera,2021-08-29,1454467.25
Remuera,2024-04-08,1719942.1
Ponsonby,2024-09-05,1248306.22
Remuera,2024-12-20,1732121.19
Manukau,2022-12-14,850063.77
Mount Eden,2024-06-15,947667.4
Remuera,2022-05-15,1445228.74
Ponsonby,2021-12-10,1256842.57
Remuera,2024-07-04,1689821.15
Manukau,2021-08-07,685540.74
Remuera,2023-09-21,1644256.74
Ponsonby,2021-11-06,1206651.55
Ponsonby,2025-07-08,1479251.68
Remuera,2022-05-07,1593981.68
Manukau,2024-08-09,1000446.74
Albany,2023-06-05,631901.31
Albany,2024-12-10,830947.18
Epsom,2021-10-10,778137.19
Mount Eden,2022-12-29,998273.43
Mount Eden,2024-04-23,970696.91
Ponsonby,2022-02-21,1284626.95
Albany,2023-11-18,796084.0
Mount Eden,2025-03-23,1101312.06
Mount Eden,2024-04-22,990594.17
Mount Eden,2025-10-05,1192061.56
Epsom,2025-12-12,1160837.02
Remuera,2025-04-20,1676408.27
Ponsonby,2022-03-28,1270638.94
Epsom,2021-07-29,917096.52
Manukau,2024-10-04,954525.45
Manukau,2023-06-26,741545.75
Albany,2025-08-13,1022958.85
Manukau,2022-04-16,1015189.79
Remuera,2025-11-29,1685893.99
Albany,2021-12-27,680205.83
Ponsonby,2025-06-13,1310836.24
Epsom,2022-01-30,900100.08
Albany,2021-09-13,2250000.0
Manukau,2021-12-30,771860.9
Manukau,2025-09-02,1067970.24
Mount Eden,2021-05-30,949423.93
Ponsonby,2022-04-12,1316784.78
Epsom,2023-03-29,872028.77
Epsom,2024-09-29,1009783.94
Remuera,2022-07-05,1658177.62
Grey Lynn,2025-04-07,1029514.69
Remuera,2021-07-28,1540650.59
Manukau,2025-12-01,1114278.04
Ponsonby,2021-10-22,1334129.56
Remuera,2022-12-14,1636012.09
Mount Eden,2022-10-15,1065797.0
Albany,2024-09-22,805027.41
Albany,2025-06-13,891180.87
Remuera,2021-02-19,1563848.05
Remuera,2021-09-24,1485359.79
Epsom,2021-02-18,937266.48
Grey Lynn,2025-05-11,929104.74
Mount Eden,2022-12-22,1077364.64
Manukau,2022-12-17,950464.37
Epsom,2025-10-29,1071876.24
Remuera,2022-05-25,1628520.52
Grey Lynn,2024-03-14,992734.16
Epsom,2024-03-10,1048680.54
Grey Lynn,2023-02-07,913926.97
Epsom,2024-05-07,965405.4
Mount Eden,2022-12-03,900466.04
Mount Eden,2025-06-27,1047443.24
Ponsonby,2025-09-19,1531912.93
Manukau,2023-03-22,915976.19
Epsom,2023-01-28,860812.03
Ponsonby,2023-08-24,1521791.17
Manukau,2022-05-03,839612.55
Mount Eden,2022-06-01,1104699.16
Grey Lynn,2021-10-24,847476.64
Mount Eden,2026-01-19,1194968.54
Remuera,2021-09-11,1658929.92
Epsom,2025-04-04,1086897.75
Grey Lynn,2026-02-05,1074643.92
Ponsonby,2023-06-23,1305712.68
Mount Eden,2023-12-21,1064498.14
Albany,2026-01-07,829642.82
Epsom,2022-10-19,732597.73
